Anhänger;15
anhören;22
anhaben;15
anhalten;29
Anhefter;6
Anita;128
Anja;23
ankündigen;7
Anke;15
Anker;26
anklopfen;10
anknipsen;7
ankommen;130
Ankunft;10
anlügen;10
Anlage;5
anlangen;12
Anlauf;20
anlaufen;23
anlegen;20
anlocken;15
anmachen;10
anmalen;14
anmelden;13
anmerken;13
Anna;555
Anna-emilie;5
Annabelle;18
Annalisa;23
Annas;32
Anne;286
annehmen;23
Anneliese;46
Annes;5
Annick;6
Annika;17
Anorak;7
anordnen;5
anpassen;6
anrühren;5
anrennen;19
anrichten;12
Anruf;8
anrufen;77
ans;114
ansagen;11
ansausen;6
anschaffen;6
anschauen;48
anscheinend;54
anschleichen;7
anschließen;5
anschließend;38
anschreien;6
ansehen;105
ansetzen;7
ansonsten;11
anspannen;6
ansprechen;11
Anspruch;5
anständig;14
Anstalten;6
anstarren;11
anstatt;15
anstecken;12
ansteckend;11
anstelle;5
anstellen;37
anstoßen;8
anstrengen;41
anstrengend;48
Anstrengung;8
anstupsen;5
Antalya;5
Anteil;10
Anton;73
Antonia;16
Antons;5
antreiben;7
antreten;13
antuen;14
Antwort;134
antworten;744
anwachsen;6
Anweisung;7
anwurzeln;19
anzünden;7
Anzeichen;5
Anzeige;8
anzeigen;6
anziehen;58
Anzug;25
Apfel;107
Apfelbaum;20
Apfelkuchen;6
Apfelsaft;10
Apfelschimmel;10
Apfelsine;11
Apotheke;11
Apotheker;7
Apothekerschrank;5
Apparat;19
Appetit;31
Appetithappen;7
appetitlich;7
applaudieren;7
Applaus;8
Aprikose;7
April;52
Aquarium;18
Arbeit;172
arbeiten;143
Arbeiter;11
Arbeitszimmer;17
Arena;12
arg;7
argwöhnisch;7
Arkadia;6
arm;137
Arm;322
Armband;7
Armbanduhr;7
Arme;271
Armer;13
Arnold;6
Art;77
Artgenosse;8
artig;13
Artikel;50
Arzt;59
Arzthelferin;5
Asche;8
Aschenbecher;8
Asien;5
Asketo;17
Assilotl;12
Ast;128
Astgabel;5
Astrid;52
Astronaut;142
Aszendent;15
Ata;65
Atas;8
Atem;92
Atemlos;11
atemlos;26
Atemzug;10
Athos;8
Atlas;37
atmen;125
Atmen;16
Atmosphäre;5
au;77
außen;26
außer;137
außerdem;260
außergewöhnlich;9
außerhalb;17
Außerirdische;5
aua;33
auch;4688
Auerochse;10
auf;10264
auf-;10
aufbauen;20
aufbewahren;16
aufblasen;9
aufbleiben;9
aufblitzen;9
aufbrechen;20
aufbringen;11
Aufbruch;12
aufeinander;24
aufessen;20
auffällig;7
aufführen;18
Aufführung;11
auffallen;27
auffallend;6
auffangen;14
auffordernd;5
auffressen;22
Aufgabe;67
aufgeben;36
aufgeblasen;13
aufgehen;37
aufgeregt;241
aufgereißen;18
aufgeschlagen;7
aufhängen;22
aufhören;89
aufhaben;6
aufhalten;28
aufheben;24
aufholen;7
aufklären;6
aufklappen;6
auflösen;16
aufladen;10
auflegen;15
aufmachen;40
aufmalen;5
aufmerksam;42
Aufmerksamkeit;10
aufmuntern;16
Aufnahme;6
aufnehmen;29
aufpassen;91
Aufräum-sack;6
aufräumen;35
Aufräumen;6
aufragend;5
aufrappeln;6
aufrecht;15
aufregen;49
aufregend;54
Aufregung;77
aufreissen;27
aufrichten;12
aufrufen;5
aufs;156
aufsagen;7
Aufsatz;5
aufschlagen;16
aufschließen;17
aufschrecken;5
aufschreiben;32
Aufschrift;8
Aufseher;8
aufsetzen;19
Aufsicht;6
aufspüren;5
aufsperren;6
aufspießen;13
aufspringen;12
aufstehen;57
Aufstehen;8
aufsteigen;19
aufstellen;30
Aufstieg;8
auftauchen;70
Auftrag;18
auftreiben;7
auftreten;10
Auftritt;13
aufwärmen;5
Aufwachen;14
aufwachen;61
aufwachsen;8
Aufwind;7
aufwischen;5
aufzählen;8
aufziehen;22
Aufzug;7
Auge;1093
Augenbinde;6
Augenblick;189
augenblicklich;14
Augenbraue;28
Augenpaar;7
Augenwinkel;20
Augenzwinkern;5
August;23
Aula;5
Aurelia;7
Aurica;20
aus;4885
Ausbildung;7
ausbrüten;5
ausbrechen;13
ausbreiten;15
Ausbruch;9
ausdenken;64
Ausdruck;9
auseinander;47
ausführen;9
ausfüllen;9
ausfallen;6
ausflippen;7
Ausflug;70
Ausgang;23
ausgeben;5
ausgebildet;5
ausgebreitet;7
ausgehöhlt;8
ausgehen;21
Ausgehnacht;9
ausgelaßen;9
ausgerechnet;51
ausgesprechen;9
ausgesterben;15
ausgestopft;9
ausgestreckt;16
ausgetrocknet;6
ausgewachsen;6
ausgezeichnet;8
ausgiebig;12
ausgraben;5
aushalten;28
auskennen;11
auskommen;5
Ausländer;7
auslösen;11
auslachen;11
Ausland;6
auslassen;5
Auslauf;10
ausleern;7
ausleihen;27
ausliefern;5
ausmachen;30
ausmisten;5
Ausnahme;6
ausnahmsweise;19
auspacken;15
ausprobieren;42
ausräumen;7
ausrüsten;6
Ausrüstung;18
Ausrüstungsgürtel;5
ausrauben;10
ausrechnen;13
Ausrede;19
ausreden;6
ausreichend;7
ausreissen;6
ausrichten;12
ausruhen;33
ausrutschen;5
ausschalten;6
Ausschau;27
ausschimpfen;5
ausschlafen;7
ausschlagen;5
ausschließen;6
ausschließlich;7
ausschneiden;6
aussehen;192
Aussehen;6
aussehend;13
aussetzen;19
Aussicht;16
aussprechen;15
ausspucken;10
ausstehen;9
aussteigen;14
Ausstellung;14
Ausstellungsstück;5
ausstoßen;8
ausstrecken;19
aussuchen;36
austauschen;8
austoben;5
Australien;6
austrinken;5
ausweichen;10
Ausweis;5
auswendig;21
auszeichnen;11
ausziehen;35
Auto;218
Autobahn;9
Autofahrer;12
Autogramm;5
Autor;14
Autorin;13
autsch;13
auweia;21
Axel;13
Axt;13
Ayla;26
Aysche;17
Ayse;13
B;6
bä;7
Bäcker;14
bäh;16
Bär;246
Bärchen;5
Bärenfell;7
Bärenjagd;9
bärenstark;7
Bärin;7
bärtig;13
bäumen;8
Böse;21
böse;253
Bösewicht;7
büßen;6
Büchel;9
Bücherei;13
bücken;31
Büfett;5
Büffel;5
Bühler;6
Bühne;74
Bündel;10
Bürger;5
Bürgermeister;35
Bürgersteig;12
Büro;47
Bürste;38
bürsten;10
Büschel;9
Baadingoo;11
Babette;9
Babsi;10
Baby;112
Baby-quetzies;10
Bach;56
backbord;10
Backe;46
backen;81
Backenzahn;8
Backeofen;19
Bad;51
Badegast;6
Badehose;10
Bademeister;6
Baden;11
baden;64
Bader;5
Badewanne;36
Badezimmer;30
baff;6
Bahn;9
Bahnhof;31
Bahnhofsvorsteher;9
Baier;9
Bakterie;7
Baktus;52
balancieren;19
bald;435
Balduin;13
Baldur;5
Balken;22
Balkon;37
Ball;198
ballen;14
Ballett;5
Ballettlehrerin;9
Ballettsaal;11
Ballettschule;6
Ballettstunde;7
Ballon;44
Bammel;11
Banane;20
Band;47
Bande;32
Bang;18
Bange;5
bange;8
Bank;90
bannen;7
Bar;18
Barat;14
barfuß;12
Barfußpfad;6
barker;9
Baron;36
Bart;99
Barthenfels;15
Barzinger;6
Basislager;22
basta;7
basteln;48
Basti;6
Bastian;18
Batarang;6
Batman;149
Batmobil;8
Batplane;5
Batsignal;6
Batterie;12
Bau;15
Bauch;237
Bauchredner;19
Bauchschmerz;21
Bauchweh;15
bauen;212
Bauer;84
Bauerin;35
Bauernhof;33
Bauersfrau;5
Bauklotz;5
Bauleiter;5
Baum;444
Baumchen;6
baumeln;30
Baumhaus;67
Baumstamm;20
Baumstumpf;12
Baumwipfel;10
Baumwurzel;6
beäugen;8
beachten;19
Beamte;6
beantworten;25
bearbeiten;5
Beatrix;26
Beben;10
beben;28
Becher;47
Becken;15
bedächtig;5
Bedürfnis;5
bedanken;39
bedauernd;8
bedecken;29
bedeckt;10
bedenken;17
Bedenken;8
bedenklich;5
bedeuten;129
bedeutend;6
bedienen;14
Bedingung;10
bedrückt;8
bedrohlich;16
beeilen;75
beeindrucken;38
beeindruckt;11
beenden;29
Beerdigung;6
Beere;22
Beet;12
Beete;9
befördern;14
befühlen;5
befürchten;16
Befehl;20
befehlen;61
befestigen;49
befinden;82
befolgen;5
befreien;67
befreunden;12
befreundet;7
begeben;17
begegnen;45
Begegnung;7
begeistern;18
begeistert;181
Begeisterung;22
begießen;8
Beginn;6
beginnen;512
begleiten;56
Begleiter;9
begrüßen;69
Begrüßung;15
begraben;6
begreifen;63
Begriff;12
begutachten;7
behaaren;5
behaart;8
behalten;92
behandeln;25
Behandlung;5
beharren;13
behaupten;77
beherrschen;20
behutsam;43
bei;1534
Beißen;9
Beißer;9
beibringen;41
beide;1077
beieinander;9
Beifall;11
beim;544
Bein;357
beinah;11
beinahe;101
Beinchen;45
beiseite;20
Beispiel;161
beispielsweise;6
beissen;174
beitragen;6
bekämpfen;7
bekümmern;15
bekannt;50
Bekannte;5
bekennen;6
beklagen;9
beklommen;6
bekommen;769
bekräftigen;11
beladen;9
belauschen;6
belegen;6
beleidigen;37
beleidigt;22
beleuchten;5
beliebt;13
bella;11
Bellabianca;6
Bellen;8
bellen;96
Bello;18
belohnen;5
Belohnung;31
bemühen;31
bemalen;11
bemalt;9
bemerkbar;5
bemerken;159
bemerkt;6
Bemerkung;13
Ben;346
benötigen;6
benachbart;5
Benedetta;117
Benedikt;47
Benehmen;14
benehmen;41
beneiden;9
benennen;9
Bengel;5
Benjamin;36
Benni;312
Bennis;8
Benno;21
Bens;29
benutzen;71
benutzt;6
Benz;6
Benzin;11
beobachten;158
Beobachtung;6
bepacken;6
bequem;46
berühmt;56
berühren;62
beraten;8
berauben;5
bereit;61
bereiten;23
bereits;142
bereuen;6
Berg;223
bergab;5
bergauf;5
bergen;6
Berger;29
Bergert;6
Bergsee;21
Bergsteiger;81
Bergsteigerpionier;5
Bericht;15
berichten;75
Berlin;13
Bernhardiner;18
Berni;6
Bernie;24
Bert;5
Berta;10
Berti;7
Beruf;31
beruhigen;138
beruhigend;8
besänftigen;5
beschäftigen;55
beschützen;16
beschaffen;7
Bescheid;68
bescheiden;6
beschenken;8
Bescherung;8
bescheuert;6
beschimpfen;13
beschließen;105
beschnuppern;11
beschreiben;29
Beschreibung;9
beschwören;5
beschwern;34
besehen;5
Besen;64
Besenstiel;10
besetzen;19
besichtigen;9
besiegen;44
besitzen;60
Besitzer;9
besondere;123
besonders;295
besorgen;55
besorgt;74
besprechen;28
bestätigen;46
bestürzt;23
Beste;45
bestehen;96
bestehlen;8
besteigen;7
Besteigung;6
bestellen;24
Besten;8
bestens;7
besticken;5
Bestie;6
bestimmen;290
bestimmt;349
bestrafen;5
bestreuen;5
Besuch;101
besuchen;154
Besucher;27
betäuben;5
Betäubung;5
Betül;12
betasten;5
beteiligen;5
beteuern;11
Bethania;7
Bethlehem;19
betonen;15
betrüben;13
betrachten;146
betragen;5
betreffen;8
betreten;63
betreuen;5
betrinken;8
betroffen;5
Bett;615
Bettbezug;9
Bettdecke;27
betteln;49
betten;6
Bettina;41
Bettkante;7
Bettlaken;5
Bettler;10
Bettwäsche;5
beugen;116
Beule;13
beunruhigt;10
Beute;48
Beutel;18
bevor;272
bewachen;10
bewachsen;14
bewahren;12
bewegen;160
bewegt;12
Bewegung;62
Beweis;24
beweisen;28
bewerfen;6
bewerten;5
Bewohner;16
bewußt;13
bewundern;29
bewundernd;9
Bewunderung;9
bezahlen;41
bezeichnen;6
beziehen;5
Bezug;7
Biß;23
bißchen;670
Bißspur;8
Bißstelle;6
Bibber;27
bibbern;10
Biber;15
Bibi;46
Bibliothek;30
Bibliothekarin;13
biegen;54
Biene;28
Bier;13
Biest;13
bieten;43
big;36
Bild;343
bilden;42
Bilderbuch;21
Bilderdieb;9
Bildschirm;42
Bill;29
Billardtisch;6
Billau;19
Billi;135
billig;10
bimmeln;7
binden;74
Bindfaden;16
Birgel;7
Birka;6
Birke;15
Birnbaumhügel;9
Birne;19
birthday;5
bis;1297
Bischof;12
bisher;43
bislang;7
Bison;12
Bissbert;68
bissig;5
bitte;135
Bitte;55
bitten;308
bittend;5
bitter;10
bitterkalt;5
Bitterwurz;5
Björn;19
blähen;15
blättern;33
blöd;172
Blödmann;17
Blödquatsch;7
Blödsinn;27
Blöff;6
blöken;13
Blöken;5
blühen;34
Blümchen;7
Blüte;32
Blütenblatt;5
blaß;77
blaffen;5
blank;15
Blase;14
blasen;88
Blasentee;7
Blatt;166
blau;257
Blau;27
Blaubart;31
Blaubeere;16
Blech;191
blechern;6
Blechkasten;5
Blei;12
bleiben;1056
bleich;21
Bleistift;32
blenden;17
blendend;6
Blick;323
blicken;329
Blickfeld;6
blind;33
Blinde;8
blinken;17
blinzeln;87
Blitz;92
blitzblank;5
blitzen;44
blitzend;6
blitzschnell;73
bloß;292
Block;7
Blockhütte;6
Blockhaus;10
blond;38
blubbern;12
Blume;130
Blumenbeet;5
Blumenkohl;7
Blumenstrauß;11
Blumentopf;17
Blumenvase;7
Blumenwiese;7
Bluse;13
Blut;105
Bluta;11
bluten;11
Blutgruppe;8
blutig;15
Blutprobe;7
blutrot;9
Blutwurst;14
Blutzahn;7
Bo;183
Boß;27
Boadicea;5
boah;43
Board;6
Bobo;26
Boden;492
Bodentuch;5
Bodo;88
Bodyboard;27
Bogen;71
Bohne;26
bohren;41
Bohrer;9
Bohrmann;29
Boll;23
Bolle;5
Bollermann;12
Bollerwagen;11
Bolzplatz;6
Bonbon;50
Bond;11
Boot;103
Bootshalle;15
Bord;72
borgen;6
Boris;8
Bornie;18
Borste;6
Bos;12
Bosse;265
Bosses;13
Bote;5
Botschaft;8
Box;47
Boxen;11
boxen;27
Bräutigam;13
Brötchen;44
Brücke;41
Brüllbär;5
Brüllen;16
brüllen;271
Brüller;11
brüten;11
Brand;6
Brasilianer;6
brasilianisch;31
Brasilien;16
braten;24
Bratwurst;15
Bratwurstfriedhof;6
Brauch;9
brauchen;750
Braue;5
brauen;8
braun;102
Braune;7
brausen;11
Braut;7
brav;97
bravo;23
Brecheisen;5
brechen;128
Bregel;5
Brei;10
breit;138
breitbeinig;6
Breite;5
breiten;56
Bremen;6
Bremse;5
bremsen;34
Brennball;8
brennen;85
brennend;19
Brett;72
Brezel;20
Brezelfresserchen;19
Brief;145
Briefkasten;8
Briefmarke;7
Briefträger;21
Briefträger-polizist;6
Brille;67
Brillenglas;13
bringen;602
Britta;248
Brocken;7
brodeln;9
Brombeere;6
brombeerefarben;7
Brombeeremarmelade;6
Brosche;9
Brot;105
Brown;9
brrr;9
Bruce;7
Bruch;7
Bruchteil;5
Bruder;243
Brumborium;26
brummeln;16
brummen;193
Brummen;5
Bruniberta;11
Brunnen;19
Bruno;100
Brunsberg;75
Brust;93
Bub;6
Bube;11
Buch;485
Buche;12
Buchecker;8
Bucherregal;7
Buchladen;7
Buchstabe;86
buchstabieren;7
Bucht;38
Buckel;16
Buckingham;9
Buddelinsel;8
buddeln;10
Bude;8
buh;65
buhen;167
Buhs;8
Bullerbü;98
Bulli;12
Bumm;34
bummeln;12
bunt;161
Buntstift;19
Burg;179
Burgbewohner;7
Burgeck;32
Burger;6
Burgfräulein;17
Burggraben;16
Burgherr;22
Burghof;8
Burghotel;5
Burgmauer;10
Burgplatz;8
Bursche;20
Bus;94
Busch;97
buschig;10
Busfahrer;9
Bushaltestelle;6
Butter;29
Butterbrot;17
c;5
Cäsar-pokal;8
Campingplatz;5
Carlchen;86
Carlo;135
Carola;12
Carrie;65
Catwoman;15
CD;15
Cd;5
Celsius;5
Cent;16
Chance;54
Chantalle;6
Chaos;9
Charakter;5
Charlotte;8
Chef;15
Chefagent;10
Chiara;6
China;20
Chinese;13
chinesisch;25
Chip;7
Cho-co-la-te;5
Chor;21
Chris;9
Christian;11
christians;5
Christina;9
Christine;13
Christkind;6
Christus;6
Cinderella;5
City;18
Clara;124
Clarissa;21
Cleo;6
clever;6
Clown;32
cm;12
Cocada;8
Cockpit;7
Coco;13
Codewort;7
Cola;6
Comic;14
commissioner;12
Company;5
Computer;111
Computerspiel;8
Conni;209
Connie;6
Conrad;8
Constanze;20
Container;22
Cool;20
cool;47
Cooltuer;128
Corinna;6
Cornflakes;11
Cosimo;12
Costel;14
Cousin;7
Cowboy;37
Crane;7
Creme;8
Cromagnon;6
Cromagnonmenschen;6
D;13
d;66934
D'Artagnan;24
d'Artagnans;6
D’artagnan;48
dämlich;7
Dämmerlicht;6
dämmern;16
Dämmerung;10
dämmrig;7
Dämon;17
Däne;5
Dänemark;8
Dörte;5
dösen;12
dümpeln;6
Düne;10
düngen;5
dünn;102
dürfen;855
dürr;17
Düse;5
düsen;25
düster;43
Düsterwald;9
da;4222
daß;21
dabei;717
dabeihaben;12
Dach;100
Dachboden;52
Dachluke;5
Dachs;33
Dachterrasse;5
Dackel;21
dad;5
Dad;7
dadurch;29
dafür;307
dagegen;118
Dagmar;16
daheim;26
daher;36
dahin;37
dahinten;15
dahinter;38
daliegen;11
damals;99
Damaris;13
Dame;87
damit;846
Dampf;14
dampfen;11
dampfend;15
Dana;36
danach;223
daneben;53
Daniel;69
dank;19
Dank;69
dankbar;15
danke;144
danken;58
dann;4752
Danni;75
Danninger;5
dar;7
darüber;175
daran;313
darauf;472
daraufhin;11
daraus;36
darin;176
dark;12
Dark;9
darstellen;8
darum;97
darunter;55
DAS;8
Dasch;5
dasitzen;7
dass;4360
dasselbe;33
dastehen;16
Datum;7
Dauer;5
dauern;183
dauernd;45
Daumen;32
David;48
davon;493
davonflattern;7
davonfliegen;9
davonkommen;5
davonlaufen;18
davonschwimmen;6
davor;40
dazu;329
dazugehören;7
dazwischen;48
De;33
Deborah;7
Deck;25
Decke;147
Deckel;84
decken;49
Deckenlampe;5
Deckung;10
Degen;9
Dehmel;5
dehnen;20
dein;312
deine;817
deinetwegen;5
Delfin;54
demselben;5
Denise;19
denken;1260
denn;2141
Dennis;21
dennoch;26
Denny;11
denselben;5
DER;17
derart;7
derweil;6
deshalb;294
desto;36
deswegen;140
Detektiv;53
deuten;86
deutlich;54
Deutsch;14
deutsch;23
Deutsche;5
Deutschland;27
Dezember;22
di;6
Dialog;5
Diamant;14
dich;770
dicht;163
dichten;7
Dick;10
dick;483
Dicke;9
Dicker;6
Dickicht;5
Dickkopf;5
Didi;25
DIE;11
die;11631
Dieb;76
Diebstahl;13
diejenige;13
Diele;7
dienen;19
Diener;17
Dienst;18
Dienstag;9
diese;1977
dieselbe;38
diesmal;168
Dieter;20
Dietrich;67
Dietrichs;8
Dieu;5
Diktat;18
diktieren;7
Ding;184
Dinger;13
Dinner;16
Dino;58
Dino-freund;6
Dino-welt;21
Dinosaurier;120
Dinosaurier-bucht;13
Dinoversum;11
direkt;205
Direktor;31
Dirk;17
Diskussion;5
diskutieren;11
Django;16
doch;3616
Doktor;166
Dolch;5
doll;14
Domino;5
Don;11
Donalds;6
DONG;12
Donner;34
Donnermann;12
donnern;52
Donnerschlag;9
Donnerstag;13
Donnerwetter;17
doof;81
doppelt;35
Dorf;80
Dorfbewohner;6
Dorfstraße;5
Dorli;14
Dorn;10
Dornrösche;10
Dorothy;104
dort;866
dorthin;53
Dose;55
Dosis;25
drängeln;34
drängen;76
dröhnen;28
dröhnend;8
drüben;50
drüber;21
drücken;296
Drac;17
Drache;391
Drachen;256
Drachen-reiter;8
Drachenbaby;10
Drachenbaum;6
Drachenbucht;12
Drachenei;12
Drachengeschichte;7
Drachenhöhle;7
Dracheninsel;8
Drachenjunge;6
Drachenkind;11
Drachenland;10
Drachenritter;21
Dracula;10
Dragomir;42
Dragonia;6
Dragosaurus;14
Dragoslav;52
Draht;11
Draki;31
Drakula;7
dran;72
draußen;345
drauf;59
drauflos;5
draus;9
Dreck;28
dreckig;18
drehen;448
Drehstuhl;5
Drei;10
drei;838
dreißig;22
Dreieck;10
dreieckeig;6
dreieinhalb;6
Dreihorn;7
dreimal;76
drein;15
dreizehn;14
dressieren;5
dribbeln;5
drin;139
dringen;50
dringend;55
drinnen;56
dritt;152
drittens;8
Drittkläßler;8
drohen;55
drohend;18
Druck;16
drucken;7
Drum;12
drum;5
drunter;15
Dschungel;38
DU;10
du;8922
ducken;35
Duell;9
Duft;31
duften;36
dulden;5
dumm;152
Dumm;6
Dumme;10
dummerweise;5
Dummheit;9
Dummkopf;16
dumpf;27
Dung;8
Dunkel;11
dunkel;377
dunkelblau;10
dunkelbraun;6
Dunkelheit;70
Dunkeln;61
dunkelrot;13
Dunkle;8
Dunst;7
durch;1324
durchaus;9
durchbrechen;6
durchdringend;7
Durcheinander;21
durcheinander;61
durchführen;8
Durchfall;10
durchforsten;5
durchgehen;7
durchnässen;7
durchqueren;12
durchs;104
durchsichtig;15
durchsuchen;13
durchwühlen;8
durchzucken;6
Durst;26
durstig;8
Dusche;11
duschen;17
Dutzend;10
e;10
E;6
E-mail;14
eßbar;12
Eßlöffel;9
Eßtisch;9
Eßzimmer;18
eben;346
Ebene;21
ebenfalls;82
ebenso;43
Eberhard;13
Echo;13
echoen;7
Echse;11
Echt;15
echt;340
Ecke;196
Eckezahn;15
Eddi;11
Eddie;9
Eddy;56
Ede;11
edel;23
Edelherz;94
Edelstein;16
Eden;13
Eden-raumstation;8
Edi;12
Edmontosaurus;16
Eduard;7
Eduardo;14
eene;8
egal;116
Egon;16
eh;9
Ehe;10
ehe;62
ehemalig;12
eher;64
Ehre;19
Ehrengast;5
Ehrentribüne;8
Ehrenwort;6
ehrfürchtig;8
Ehrlich;33
ehrlich;45
Ei;246
Eißak;16
Eiche;21
Eichel;6
Eichhörnchen;25
Eidechse;7
Eifer;7
eifersüchtig;13
eifrig;52
eigen;216
eigenartig;6
eigensinnig;5
eigentlich;514
eignen;11
Eile;23
eilen;54
eilig;79
Eimer;78
EIN;11
ein;720
einander;39
Einauge;8
einbauen;5
einbiegen;7
einbilden;15
Einbildung;7
einbrechen;14
Einbrecher;40
Einbruch;8
eindeutig;16
Eindringling;14
Eindruck;12
eine;23882
einfach;784
Einfall;21
einfallen;59
einfangen;20
einflößend;8
Eingang;58
Eingangshalle;7
Eingangstür;5
eingehen;6
eingreifen;7
einholen;23
Einhorn;139
Einhornschule;7
einig;8
einige;223
einigermaßen;6
einiges;15
einjagen;20
Einkauf;11
einkaufen;31
Einkaufstasche;10
einladen;72
einladend;5
Einladung;16
